system:index,LST,NDVI,VV,lon,lat
1_52_0,4.822148660000039,0.48961726,-7.772515918818468,100.69516955315898,-1.07056723984944
1_53_0,10.530242060000036,0.26638877,-7.933380110103773,100.5698545710243,-0.8625174200473587
1_58_0,-10.668317979999957,0.3214778,-9.017430099733629,100.61998056387817,-0.8126609217787252
1_61_0,4.941779360000055,0.10757856,-6.649074616917713,100.78545023921299,-1.047660200104392
1_64_0,3.147318860000041,0.23609225,-6.579002076096796,100.90591431881342,-1.074340164042742
1_65_0,-18.40329723999997,0.44735375,-13.109864067426855,100.92423995060945,-1.1551885396134989
1_66_0,0.8538274400000319,0.43484774,-8.361724588596534,100.92909085314369,-1.1101829438791107
1_68_0,0.7752129799999921,0.50635284,-10.962910584640817,100.82479644865742,-1.123118683970432
1_72_0,2.398772480000048,0.3739878,-8.475451716864084,100.66660312712398,-1.04388727591109
1_75_0,0.7410327800000118,0.39478776,-10.260104175290175,100.76254319946794,-1.1236576731409036
1_87_0,-0.4245120399999678,0.4260216,-7.583512533629127,100.99727298320836,-0.9867544238410885
1_90_0,10.839572869999984,0.21773103,-9.50877390334657,100.90564482422818,-0.8770701276500948
1_94_0,-14.968187139999998,0.38651928,-9.2669748576207,100.8223709973903,-1.2565185036621809
1_95_0,14.88138151999999,0.48521683,-7.15895528578316,100.62725691767953,-1.0088529798304287
1_96_0,3.8035787000000023,0.5098395,-10.540647630207454,100.5908751486727,-0.8547020770755188
1_97_0,-15.96966699999996,0.39008868,-8.873302279124061,100.8450085425501,-1.2648728358044923
1_99_0,-4.813249719999988,0.40556994,-12.815599994626494,101.04578200855082,-1.0840419691112326
1_100_0,20.584347890000032,0.30091372,-6.855884181230498,100.54263561791548,-0.8428443153251411
1_104_0,-5.449001439999961,0.47983596,-6.532401685060506,100.9433740661612,-1.113416878901941
1_108_0,-2.9299206999999683,0.29938212,-5.010599615536954,100.61486016675869,-1.0463127271782127
1_109_0,3.533555120000017,0.33420265,-3.4475068436249465,100.77332298287737,-1.1298560486013283
1_110_0,-3.589598560000013,0.17381644,-7.891000999204682,101.0500939219146,-1.0692197669232606
1_112_0,3.533555120000017,0.28728643,-6.867864928796488,100.97679139473044,-0.8573970229278773
1_115_0,-3.7775896599999896,0.6164572,-4.147801780624675,100.65663182747025,-1.105871030515337
1_121_0,-2.181374319999975,0.29269442,-8.028749713890866,101.05710078113073,-1.0201717524103346
1_122_0,-0.260447079999949,0.41226986,-10.108233799011812,100.67819139428912,-1.0471212109339203
1_124_0,3.171244999999999,0.31756407,-10.170453427948004,100.78545023921299,-1.083233485355525
1_136_0,1.5100872799999934,0.3365778,-9.65459601917732,100.62483146641242,-1.074340164042742
1_138_0,1.1204330000000482,0.48849106,-8.149829379667512,100.74745150269473,-1.1050625467596296
1_139_0,9.474073879999992,0.42028663,-10.44395395841493,100.64073164694133,-0.9476777089818893
1_143_0,7.238688799999977,0.4101763,-9.740607377001623,100.68492875892001,-1.0417313192292033
1_144_0,4.928107280000006,0.34145424,-12.180868799908348,100.68600673726095,-1.0597874564400056
1_145_0,15.329142140000044,0.5098919,-7.215912525134681,100.62267550973053,-1.006697023148542
1_152_0,2.778172700000028,0.46071061,-9.886231390176404,100.66929807297633,-1.053319586394345
1_154_0,11.99315462000004,0.4248104,-9.592306753765389,100.75984825361557,-1.030951535819769
1_156_0,-10.67515401999998,0.35947713,-8.584047508400445,100.96223868712771,-1.1347069511355736
1_158_0,1.5169233200000465,0.18536067,-8.396979572869727,100.89055312745496,-1.055475543076232
1_163_0,19.656355459999983,0.39875323,-9.117887891369342,100.58440727862704,-0.9686982866302861
1_165_0,12.338374639999984,0.32797197,-8.800208205367015,100.63776720650374,-1.0314905249902406
1_166_0,-11.994509740000012,0.55509615,-8.45393428799674,100.66848958922063,-1.0829639907702893
1_167_0,-11.997927759999982,0.5322708,-5.554068920741536,100.95630980625252,-1.147103702056423
1_168_0,-14.219640759999976,0.21103896,-8.406054948989633,100.62078904763388,-0.7638824018510352
1_172_0,-1.0910259400000086,0.28775245,-9.036567828951853,101.00940023954398,-1.0239446766036366
1_173_0,11.37449300000003,0.32075664,-12.466924538441743,100.60920078046874,-0.8878499110595292
1_177_0,-7.120413219999989,0.29407203,-6.806295439391781,101.03419374138568,-1.0826944961850533
1_178_0,9.026313260000052,0.25798476,-6.557273507430758,100.66902857839109,-0.9964562289095793
1_179_0,8.91693662000003,0.33576575,-6.280202947686773,101.19265655750436,-1.2082789729049626
1_184_0,19.082128099999977,0.37667146,-7.054097757725871,100.63938417401515,-1.017746301143212
1_191_0,-8.272285959999977,0.24476886,-6.516624937694246,101.0824332721429,-1.0166683228022686
1_193_0,-5.00807685999996,0.26150438,-7.682699666232024,100.86872406605086,-1.1320120052832152
1_197_0,-7.923647920000008,0.4572589,-10.70403794115512,100.64558254947558,-1.0754181423836853
1_198_0,3.0413602400000173,0.40819693,-8.100080718592592,100.68519825350525,-1.049546662201043
1_200_0,2.655123979999985,0.42069024,-10.084352874626092,100.79407406594053,-1.102367600907271
1_207_0,5.136606500000028,0.4016337,-5.097075881904735,100.63264680938425,-1.0393058679620806
1_208_0,-4.327890879999984,0.34192324,-9.98981412406388,100.62159753138958,-1.059248467269534
1_209_0,-18.420387339999976,0.4591696,-6.204461989750213,100.72184951709733,-0.8172423297277348
1_211_0,-5.568632139999977,0.22871709,-7.076958676397824,101.17082749610026,-1.1581529800510932
1_213_0,-5.831819679999967,0.4133515,-8.480732416593856,100.55045096088732,-1.0015766260290606
1_214_0,2.405608519999987,0.38395742,-8.839234416193857,100.86683760395421,-1.0360719329392503
1_216_0,5.762104160000035,0.22483468,-5.323855396394223,100.84231359669775,-1.0314905249902406
1_218_0,2.984962910000036,0.41892132,-6.953404261530329,100.96682009507671,-0.865751355070189
1_220_0,-6.142859499999986,0.40646613,-7.641414370037626,101.1177370628088,-0.9972647126652868
1_222_0,-3.391353399999957,0.505805,-4.717470614924185,100.93421125026317,-1.0110089365123156
1_229_0,-16.58832861999997,0.35643086,-6.672571988365319,100.8854327303355,-1.2082789729049626
1_230_0,-17.30611281999998,0.4375318,-8.969694248010738,101.00966973412922,-1.1974991894955282
1_231_0,11.324931710000016,0.44017372,-8.454241991416136,100.94660800118403,-0.9056365536850957
1_232_0,-14.910080799999974,0.2879307,-9.190591180571094,100.86306467976091,-0.8420358315694335
1_233_0,12.796389320000005,0.21793857,-10.11450413489952,100.73451576260341,-1.0490076730305713
1_234_0,2.1048227600000478,0.29690072,-9.377162076976555,100.89998543793823,-1.0921268066683083
1_237_0,-7.11186816999998,0.30083856,-9.75430717191238,100.56581215224577,-0.6948917880306559
1_238_0,10.275599570000026,0.35076934,-10.13526605944948,100.6043498779345,-0.8493121853708017
1_239_0,-1.1935665400000062,0.41360512,-8.287626658316604,100.62779590685001,-1.0719147127756192
1_243_0,7.026771560000043,0.25508696,-8.258880671180167,100.88219879531266,-1.0789215719917513
1_244_0,2.439788720000024,0.13513513,-5.851571830803709,100.71753760373355,-1.0700282506789682
1_245_0,-18.680156859999983,0.3301196,-7.68451653896426,100.67576594302199,-0.7857114632551395
1_247_0,3.601915520000034,0.3623172,-9.678458983824054,100.8824682898979,-1.0314905249902406
1_248_0,0.0779369000000542,0.41967872,-9.640271402502735,100.92423995060945,-0.824249188943867
1_251_0,0.0779369000000542,0.4867231,-5.616140681064569,100.72589193587586,-1.077574099065572
1_253_0,-2.9333387199999947,0.26632464,-6.915904509385491,100.84393056420916,-1.0546670593205243
1_256_0,9.224558419999994,0.20570073,-11.22429322089472,100.71753760373355,-1.042000813814439
1_258_0,-13.741117959999997,0.44965756,-9.637064700615376,100.84473904796488,-1.2519370957131712
1_260_0,1.1204330000000482,0.2629837,-7.690402175148002,100.8479729829877,-1.0468517163486846
1_262_0,-6.320596539999997,0.3432424,-7.621470675795911,100.89028363286974,-0.9924138101310415
1_263_0,-4.936298439999973,0.3896388,-5.825220912704433,100.78895366882105,-1.1570750017101497
1_264_0,-2.8513062399999853,0.30580357,-5.095682839353845,101.07812135877913,-1.023136192847929
1_269_0,5.03748392,0.43049282,-8.703400619190077,100.69301359647709,-1.0530500918091092
1_270_0,15.31376105000004,0.3137217,-8.962477728534134,100.54937298254637,-0.8086185030001873
1_271_0,2.6858861599999955,0.24475849,-7.420522622725505,100.75661431859275,-1.0918573120830726
1_272_0,-14.103428079999958,0.50025535,-6.765857783682114,100.66552514878303,-1.081347023258874
1_274_0,15.042028459999983,0.30781987,-10.068087923839885,100.68465926433477,-0.9269266259187283
1_281_0,9.479200910000031,0.44026822,-6.910025345022774,100.61998056387817,-0.846886734103679
1_283_0,2.361174260000041,0.40403855,-10.50274036799623,100.61135673715063,-0.8743751817977363
1_284_0,-10.343606079999972,0.53760296,-9.761100912733292,100.63776720650374,-1.1047930521743936
1_286_0,9.942342619999977,0.24353255,-8.176405110317237,100.7870672067244,-1.0692197669232606
1_288_0,-9.285728889999971,0.49980238,-9.51988551265396,101.1958904925272,-0.9819035213068431
1_291_0,-9.948824769999987,0.45018616,-8.639410652193842,100.9080702754953,-0.8962042432018407
1_292_0,-5.937778299999991,0.39203906,-8.009989601878761,101.04659049230654,-1.1012896225663276
1_299_0,-9.123372939999967,0.22498894,-9.421260874697154,100.85740529347096,-1.241426806888973
1_302_0,-14.530680579999968,0.42120114,-7.927925256876393,100.88974464369926,-1.2999071318851536
1_303_0,-5.910434140000007,0.53250915,-4.112677286948965,100.63695872274803,-1.0662553264856662
1_304_0,-8.432932899999969,0.42134997,-9.25706480751844,100.83638471582256,-1.164081860926282
1_307_0,-0.2040497499999958,0.25438145,-6.467490625523988,100.90645330798388,-0.8371849290351882
1_312_0,3.1951711400000136,0.15634902,-6.511768964675949,100.79110962550294,-1.1215017164590166
1_314_0,-8.060368719999985,0.30287287,-8.827053572977075,100.9635861600539,-1.143330777863121
1_320_0,-15.928650759999982,0.30480736,-8.172359205950878,100.56284771180817,-0.747173737566412
1_324_0,-3.499021029999966,0.403155,-8.444301589271918,100.5631172063934,-0.7275006328441945
1_325_0,-14.387123739999993,0.33723533,-6.637126767585533,100.96250818171295,-1.2492421498608126
1_327_0,16.364802199999986,0.38375723,-6.928670494411651,100.57578345189948,-0.880573557258161
1_328_0,10.502897899999994,0.2674639,-10.5258538538731,100.5841377840418,-0.9064450374408033
1_331_0,18.080648240000016,0.36991328,-12.621378093165282,100.58171233277467,-0.846886734103679
1_333_0,-16.35932127999996,0.40474904,-8.648653570502274,100.84905096132864,-1.267567781656851
1_334_0,11.350566860000017,0.38418457,-10.625353757771506,100.64180962528228,-1.0298735574788256
1_345_0,8.906682560000007,0.36138427,-6.903231721845838,101.22095348895412,-1.2274130884567083
1_347_0,-9.800140899999974,0.28163943,-7.557809858167045,100.86171720683473,-0.8706022576044343
1_348_0,-18.874983999999984,0.42710596,-9.347537113290866,100.80647081686138,-1.21690279963251
1_350_0,-1.3097792199999958,0.41949576,-9.121388225360963,100.59330059993982,-1.0452347488372693
1_353_0,20.934694940000043,0.30429062,-10.169999480153356,100.62644843392383,-0.8382629073761315
1_356_0,-7.318658379999988,0.52904755,-5.134271907386743,100.65151143035077,-1.0678722939970813
1_357_0,18.844575710000044,0.20025446,-9.338371679609192,100.73721070845576,-0.905097564514624
1_360_0,-2.2770788799999764,0.5132287,-8.973306187001214,101.03931413850516,-0.9921443155458056
1_361_0,-14.501627409999998,0.4495336,-8.977870667469778,100.62537045558288,-0.7595704884872615
1_370_0,-7.260552039999993,0.37424472,-8.6111259408242,101.06276016742068,-1.1147643518281203
1_379_0,9.292918820000011,0.26340654,-8.611732154537645,100.73963615972289,-0.9843289725739658
1_380_0,-17.018999140000005,0.42129585,-10.777066674317922,100.82587442699837,-1.237384388110435
1_382_0,0.570131779999997,0.42124358,-5.922051400846676,100.80000294681572,-1.154919045028263
1_385_0,-1.7541218199999662,0.3400399,-9.913884356383146,100.60839229671303,-0.9134518966569355
1_389_0,5.980857440000023,0.25289667,-9.466619804682889,100.81078273022516,-1.0468517163486846
1_392_0,-3.948490659999948,0.28005952,-8.014686661991838,100.63237731479902,-0.8126609217787252
1_396_0,1.8655613600000152,0.23497102,-5.392208332324502,100.93906215279742,-1.0492771676158072
1_399_0,12.287104340000042,0.2601713,-9.998385425238798,100.77682641248543,-1.0676027994118453
1_403_0,-11.208365139999984,0.3357022,-12.528639288764518,100.54640854210878,-0.702168141832024
1_404_0,-3.5588363800000025,0.40280974,-8.286421608192914,100.8088962681285,-1.0937437741797236
1_405_0,-4.464611679999962,0.35102534,-8.205260170331439,101.11423363320073,-1.0110089365123156
1_413_0,-1.6720893399999568,0.3986171,-10.721360803505586,100.91372966178525,-1.0185547848989196
1_416_0,1.7596027399999912,0.37877777,-9.568849505044348,100.79515204428148,-1.1387493699141116
1_418_0,3.19858916000004,0.29104036,-9.870588272214093,100.77197550995119,-1.1330899836241586
1_423_0,4.155634759999998,0.37255174,-8.479014987170176,100.6337247877252,-0.938784387669106
1_429_0,1.845053240000027,0.25087374,-6.985730658625474,100.7795213583378,-1.08943186081595
1_434_0,3.031106180000052,0.38459367,-11.22176002430458,100.80323688183856,-1.1422527995221776
1_435_0,-9.57455157999999,0.27176338,-6.314724435209972,101.07839085336437,-1.011817420268023
1_436_0,1.0554906200000005,0.35725212,-8.162489932547295,100.98029482433851,-0.9757051458464183
1_439_0,2.5354932800000256,0.3962884,-10.587317823195512,100.88974464369926,-1.0304125466492973
1_440_0,-4.092047499999978,0.42651144,-8.455584807950691,100.63022135811713,-1.0958997308616103
1_441_0,-19.58935018,0.47576177,-7.725318322087526,100.93367226109271,-1.152763088346376
1_442_0,-5.568632139999977,0.51987576,-8.705741359727469,100.90510583505771,-1.1233881785556676
1_444_0,1.3186781599999904,0.3184535,-9.202378932249385,100.80350637642378,-1.0805385395031666
1_445_0,-13.55654487999999,0.42864415,-7.505242160045771,100.6841202751643,-1.0786520774065156
1_448_0,0.2044036400000095,0.2696256,-7.709470828196242,100.9441825499169,-0.9937612830572208
1_450_0,2.4637148600000387,0.050484754,-19.398258819037466,100.73343778426246,-1.0643688643890152
1_453_0,-2.215554519999955,0.46413973,-4.241940711260107,101.03203778470379,-1.008583485245193
1_454_0,8.130792020000058,0.32554567,-11.795964623560849,100.62240601514529,-1.0352634491835426
1_455_0,-11.355339999999956,0.2711295,-9.556926465402794,100.61863309095199,-0.8134694055344328
1_458_0,4.1522167400000285,0.4927892,-10.648097930073018,100.80835727895803,-1.1279695865046773
1_460_0,-5.790803439999991,0.41346154,-7.108553388111857,100.71295619578454,-0.7862504524256112
1_469_0,3.72496424000002,0.21342728,-10.43937462349355,100.92370096143898,-1.0996726550549123
1_472_0,4.58972330000006,0.2707097,-6.464462491799904,100.69786449901133,-1.0320295141607123
1_473_0,-15.834655209999994,0.32692197,-5.8163132563819655,101.1177370628088,-0.9837899834034941
1_475_0,-8.033024560000001,0.3703498,-6.9876861832176,101.02718688216954,-1.1112609222200542
1_476_0,6.608064110000044,0.3745597,-11.355351260900948,100.60758381295732,-0.8231712106029236
1_480_0,-4.539808119999975,0.3383468,-9.089893359005362,100.80323688183856,-1.093204785009252
1_481_0,-4.36890711999996,0.26095223,-10.186997296162271,100.74987695396186,-1.137940886158404
1_486_0,18.42928628000004,0.49708575,-9.128130150733057,100.56446467931958,-0.9735491891645315
1_487_0,7.276287020000041,0.35202238,-9.418642718500076,100.87141901190323,-1.0991336658844406
1_488_0,-8.426096859999973,0.3236494,-7.194937964138403,100.60758381295732,-0.7760096581866487
1_489_0,-18.30417466,0.42523777,-8.29725530567223,100.85632731513002,-1.271340705850153
1_492_0,-3.1418379399999594,0.54808056,-5.949862822680598,101.02772587134002,-0.9994206693471738
1_493_0,13.160408450000034,0.4170276,-9.2761429785919,100.60300240500831,-0.8420358315694335
1_496_0,-0.5475607599999819,0.2516988,-8.006058497927725,100.62186702597482,-0.8010726546135833
1_497_0,-3.818605899999966,0.5143464,-7.882357467525782,100.75930926444511,-1.1328204890389226
1_500_0,0.412902860000031,0.20178066,-12.94036658332233,100.84554753172058,-1.058978972684298
1_505_0,-5.657500659999982,0.48914653,-6.871497476534386,100.60057695374118,-1.0352634491835426
1_506_0,-19.211658969999988,0.26909477,-12.403915325257794,100.54775601503496,-0.6892324017407029
1_508_0,10.728487220000003,0.28412977,-6.55107412498525,101.21421612432323,-1.1915703086203393
1_509_0,-6.99052845999995,0.2703729,-4.500177581768488,101.17999031199828,-1.1721666984833576
1_510_0,3.3148018400000296,0.42388105,-9.681199848770868,100.88651070867643,-1.1010201279810916
1_511_0,-0.4228030299999545,0.33854666,-9.492261811976352,100.6135126938325,-0.803767600465942
1_512_0,-13.334373579999976,0.20090058,-8.56388650332241,100.9110347159329,-1.1293170594308566
1_518_0,-5.900180079999984,0.27264044,-9.981258490537734,100.64854698991317,-0.884346481451463
1_519_0,-4.10571957999997,0.29783827,-4.995725587976855,101.1109996981779,-1.010469947341844
1_525_0,-18.25290435999997,0.43130276,-6.098391672811261,100.85605782054478,-1.2721491896058605
1_527_0,-2.622298899999976,0.4159405,-12.078598378718794,101.02395294714673,-1.006697023148542
1_529_0,-2.8000359399999866,0.119612254,-8.874914241462106,101.04578200855082,-1.072184207360855
1_534_0,-16.861770219999983,0.39842284,-10.44606057324166,101.01748507710106,-1.1877973844270373
1_537_0,4.565797159999988,0.3994731,-9.733157073160228,100.8606392284938,-1.0977861929582613
1_538_0,12.348628700000006,0.28965098,-8.244513225930824,100.73801919221148,-1.0490076730305713
1_541_0,-6.337686640000015,0.45239294,-8.487127522298517,100.92962984231417,-1.006427528563306
1_542_0,-3.3862263699999744,0.32656455,-9.270510577315228,101.17810384990163,-0.9598049653175028
1_543_0,-0.4313480799999638,0.38601115,-10.045350445328465,100.81590312734464,-1.096708214617318
1_544_0,6.743075900000008,0.31235164,-5.204855549412493,100.62159753138958,-1.038497384206373
1_545_0,8.691347300000018,0.38399336,-6.822628055159952,100.65797930039642,-0.9959172397391076
1_547_0,-10.801620759999992,0.5184783,-7.811449049434106,101.12177948158734,-1.0053495502223626
1_557_0,14.642120120000016,0.48764944,-8.470322449557038,100.6013854374969,-0.9026721132475013
1_559_0,-2.1608661999999867,0.5021713,-5.015539413675921,100.82425745948694,-1.1449477453745363
1_560_0,3.7420543400000383,0.3281093,-6.408041148634834,100.87734789277842,-1.045773738007741
1_562_0,-5.855745819999981,0.40831295,-8.093202833253093,101.00832226120303,-1.1037150738334502
1_565_0,17.790116539999985,0.3201032,-6.983185084562199,100.62402298265671,-0.9681592974598143
1_568_0,-0.4552742199999784,0.42693523,-7.5093747828068835,100.7450260514276,-1.105871030515337
1_569_0,-19.498772649999975,0.28584614,-9.881850622792514,100.82964735119167,-0.8474257232741507
1_570_0,-3.295648840000013,0.42089486,-8.549011557011182,100.7442175676719,-1.1255441352375546
1_571_0,-18.61008744999998,0.44780517,-11.130560913127496,100.56662063600147,-0.7105224739743355
1_572_0,10.861790000000042,0.20676573,-8.625509171010947,100.65124193576553,-0.8433833044956128
1_573_0,9.542434280000007,0.21484081,-1.1339194085916775,100.87357496858512,-1.0918573120830726
1_580_0,-1.217492679999964,0.28595182,-9.172375685632792,100.86198670141997,-1.0541280701500526
1_581_0,1.4075466799999958,0.2882911,-8.040042064070352,100.77116702619549,-1.1449477453745363
1_584_0,-1.5148604199999909,0.38214397,-12.37153359134469,100.98864915648082,-0.9937612830572208
1_585_0,-16.564402480000012,0.43331584,-7.694456490412996,101.01505962583394,-1.1686632688752916
1_586_0,5.799702379999985,0.3455376,-6.45396405809986,100.87249699024417,-1.0729926911165626
1_597_0,3.9744797000000176,0.17223941,-7.317938443459017,100.83099482411785,-1.0333769870868916
1_605_0,22.56167246000001,0.32791516,-8.776774434760886,100.5631172063934,-0.9527981061013706
1_606_0,-13.074604059999956,0.4441887,-7.214281948516213,100.9479554741102,-1.1554580341987346
1_607_0,10.49777087000004,0.34475964,-9.883116189085396,100.91076522134766,-0.8751836655534438
1_609_0,1.66048016000002,0.27530253,-9.871852578877965,100.8719580010737,-1.0436177813258543
1_610_0,-19.32616263999998,0.44293618,-9.336989439927503,100.86387316351662,-1.2724186841910963
1_611_0,-2.622298899999976,0.22160298,-9.086030609944356,101.05144139484078,-1.0301430520640613
1_616_0,13.674820459999978,0.4898078,-6.264460393764286,100.594648072866,-0.9953782505686358
1_623_0,6.715731740000024,0.36532182,-8.908975873403026,100.66714211629444,-0.9304300555267945
1_625_0,-9.326745130000006,0.23708794,-7.910729647825311,101.14360854299144,-0.9660033407779275
1_627_0,-12.613171359999969,0.29126716,-4.211920331941135,100.97463543804855,-1.2438522581560956
1_630_0,-0.838092459999956,0.30361757,-9.214718564778485,100.9261264127061,-0.8137389001196687
1_631_0,-5.213158059999984,0.4007599,-6.924448168133058,101.18807514955536,-0.9711237378974088
1_636_0,-13.20619782999998,0.38593975,-8.996446345409545,100.58198182735991,-0.6997426905649013
1_637_0,12.437497220000012,0.40002924,-10.926806400602434,100.7727839937069,-1.0622129077071283
1_638_0,20.804810180000004,0.26132357,-12.230376392460435,100.60461937251972,-0.9619609219993897
1_639_0,-7.383600759999979,0.39820942,-7.049086746935481,101.02503092548766,-1.1101829438791107
1_640_0,-9.78988683999998,0.25034878,-9.832400560550452,100.58279031111562,-0.7404363729355157
1_644_0,10.331996900000007,0.22546333,-7.357311369097089,101.01236467998157,-0.929352077185851
1_647_0,5.96718536000003,0.24540086,-8.326772189944947,100.79488254969624,-0.9878324021820319
1_650_0,8.51019224000001,0.30599368,-8.31158386537062,100.57982587067802,-0.8668293334111323
1_651_0,-18.868147959999988,0.33759537,-5.51589704670598,100.99969843447549,-1.1732446768243012
1_654_0,4.904181139999992,0.28297156,-8.957614918393375,100.69678652067039,-1.0538585755648167
1_656_0,3.178081040000052,0.33528662,-8.937004185799857,100.66822009463539,-1.0069665177337777
1_657_0,-5.3088626200000135,0.43060726,-8.977919714194394,100.86360366893139,-1.1215017164590166
1_658_0,-10.921251460000008,0.45579532,-8.55964309712636,100.680347350971,-1.072453701946091
1_662_0,-7.663878399999987,0.38724846,-5.710265355294649,101.03338525762997,-1.1131473843167052
1_664_0,-4.232186319999983,0.32801065,-9.399815703768509,101.13633218919007,-1.0069665177337777
1_666_0,16.58013746000006,0.260989,-6.928236464631453,100.63426377689566,-1.0058885393928343
1_667_0,21.320931200000015,0.4541543,-7.459581485598041,100.62159753138958,-0.9662728353631633
1_668_0,2.5730915000000323,0.076824725,-18.45251583361597,100.75230240522897,-1.083233485355525
1_673_0,8.71356443000002,0.34602946,-8.34334157097426,100.5639256901491,-0.816703340557263
1_675_0,-1.0944439599999782,0.4974989,-4.887365311234302,100.6862762318462,-1.0700282506789682
1_679_0,18.070394179999997,0.10583651,-10.481988830878176,100.63022135811713,-0.9819035213068431
1_681_0,17.414134340000032,0.32818365,-7.671104146518725,100.6291433797762,-0.9514506331751913
1_682_0,-16.485788019999973,0.44007906,-6.793154860136184,100.8832767736536,-1.241157312303737
1_683_0,-7.957828119999988,0.42837298,-10.569890546283789,101.03446323597092,-1.1066795142710446
1_684_0,-18.17770791999999,0.3435671,-7.356992119354193,100.85282388552194,-1.2352284314285482
1_685_0,-0.1920866799999885,0.34117934,-11.987329151857251,100.9891881456513,-0.9918748209605698
1_691_0,-14.332435419999968,0.45244655,-9.699265174727492,100.84204410211251,-1.2632558682930772
1_692_0,-18.023897019999996,0.31462437,-11.096962065602003,100.89890745959728,-1.224179153433878
1_696_0,-2.711167419999981,0.48007804,-7.698051154869598,100.8194065569527,-1.1516851100054326
1_706_0,9.56465141000001,0.38821644,-6.491783173400508,101.22553489690314,-1.2209452184110476
1_707_0,-10.159032999999964,0.54048586,-12.424142603064931,101.12663038412158,-1.0058885393928343
1_708_0,8.240168659999995,0.37509403,-7.629667468104684,100.58656323530893,-1.066524821070902
1_714_0,1.5135053000000198,0.32066396,-8.043381268607773,100.65582334371454,-0.9848679617444375
1_715_0,-3.7844256999999857,0.42227122,-8.649655065704266,100.93528922860412,-1.0072360123190136
1_716_0,-11.69372397999996,0.48631436,-8.37293975528124,100.89190060038115,-1.244930236497039
1_722_0,0.6077300000000037,0.34320876,-6.597087468943298,100.9366367015303,-1.021519225336514
1_723_0,5.372449880000033,0.24111322,-9.111493306162876,100.86872406605086,-1.010469947341844
1_728_0,1.0930888400000072,0.19911243,-5.893735979158339,100.9652031275653,-1.0266396224559953
1_730_0,5.18104076000003,0.35945368,-6.048106285740102,100.87923435487507,-1.0285260845526463
1_731_0,-4.806413679999992,0.46125844,-8.670133116965804,100.94256558240549,-1.1128778897314693
1_736_0,21.29700506000006,0.3124428,-8.722495943518522,100.58737171906463,-0.9449827631295307
1_737_0,-5.197776969999978,0.4068057,-6.737516440764823,101.02934283885143,-0.968967781215522
1_740_0,2.0603885000000446,0.17089842,-10.964364426641389,100.69220511272138,-0.976513629602126
1_749_0,-14.469156219999944,0.39443862,-6.597639446663847,100.80323688183856,-1.2570574928326526
1_752_0,21.82338014000004,0.32830244,-8.717855900943034,100.58898868657604,-0.9514506331751913
1_753_0,-3.2033622999999807,0.08791374,-7.620369954043121,101.04308706269846,-1.0336464816721276
1_754_0,-18.51267387999997,0.39759752,-8.219561242469226,100.8698020443918,-1.1748616443357163
1_758_0,1.17170329999999,0.41366488,-12.347445376367151,100.6164771342701,-1.057092510587647
1_760_0,2.723484380000002,0.44447848,-8.502731066985152,100.80242839808284,-1.130664532357036
1_761_0,-11.071644339999978,0.35461026,-11.593827308422371,100.79137912008818,-1.1581529800510932
1_763_0,-12.127812519999964,0.47541565,-10.231668328609947,100.95577081708204,-1.141713810351706
1_765_0,5.7552681199999824,0.16210705,-11.16404155039536,100.80781828978756,-1.1225796947999602
